sentence	voicevox_says	kuromoji_expects
議論はさまざまだが、煎じ詰めれば、問題は資金不足の一点に尽きる。	ぎろんわさまざまだがせんじつめればもんだいわしきんふそくのいってんにつきる	ぎろんわさまざまだがせんじつめればもんだいわしきんふそくのいちてんにつきる
議論は平行線をたどっていたが、会長の鶴の一声で方針は一気に決まった。	ぎろんわえこおせんおたどってえたがかいちょおのつるのひとこえでほおしんわいっきにきまった	ぎろんわえこおせんおたどってえたがかいちょおのつるのいっせえでほおしんわいっきにきまった
逆に、こまめな情報の共有は、チーム全体の信頼とこうりつを高めてくれる。	ぎゃくにこまめなじょおほおのきょおゆうわちいむぜんたいのしんらいとこおりつおたかめてくれる	ぎゃくにこまめなじょおほおのきょおゆうわちむぜんたいのしんらいとこおりつおたかめてくれる
逆境に立たされたチームは、かえって固い結束を見せた。	ぎゃっきょおにたたされたちいむわかえってかたいけっそくおみせた	ぎゃっきょおにたたされたちむわかえってかたいけっそくおみせた
逆境をものともせず優勝をつかんだその精神力は、まさに天晴れというほかない。	ぎゃっきょおものともせずゆうしょおつかんだそのせえしんりょくわまさにてんばれというほかない	ぎゃっきょおものともせずゆうしょおつかんだそのせえしんりょくわまさにてんわれというほかない
逆転ゴールが決まると、スタジアムは割れんばかりの歓声に包まれた。	ぎゃくてんごおるがきまるとすたじあむわわれんばかりのかんせえにつつまれた	ぎゃくてんごるがきまるとすたじあむわわれんばかりのかんせえにつつまれた
丘の上には、幾多の戦火をくぐり抜けてきた堅固な城砦がそびえていた。	おかのおえにわいくたのせんかおくぐりぬけてきたけんごなじょおさいがそびえてえた	おかのおえにわいくたのせんかおくぐりぬけてきたけんごなしろとりでがそびえてえた
休む→休んで、使う→使って	やすむやすんでつかうつかって	やすむ→やすんでつかう→つかって
宮崎の青島に行ったことがありますか。	みやざきのあおしまにいったことがありますか	みやざきのちんたおにいったことがありますか
急いでも、着くのは高々十分早くなるくらいだろう。	いそいでもつくのわたかだかじゅっぷんわやくなるくらいだろお	いそいでもつくのわたかだかじゅうぶんわやくなるくらいだろお
